asset_id,model,serial_number,year_manufactured,funding,date_received,warranty_expiry,contract_expiry,warranty_notes,service_agent,department_name,location,type,price
P-PHL057,PG203/5,1119172566,NULL,PHL,2009-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL058,WP6122050,100400002442,NULL,PHL,2005-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL059,CYFLOW,071041220,NULL,"Rotary Club",2009-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL060,CXAO,NULL,NULL,PHL,2000-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL061,"PH 211",NULL,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL062,A625/1,04020643,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL063,"Twin Z",078817,NULL,"Natural History Museum",2005-07-03,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL064,"Vortex Genie 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL065,NULL,39587/U1A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL066,NULL,NULL,NULL,PHL,2005-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL067,NR/B651B,992098005024,NULL,"Johns Hopkins University",2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL068,Previ,29551111905,NULL,"Johns Hopkins University",2012-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL069,"VITEK 2 Compact",VK2C9/156,NULL,"Johns Hopkins University",2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL070,"VITEK 2 Compact",VK2C1D445,NULL,"Johns Hopkins University",2012-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL071,"APS One",12144422,NULL,"Johns Hopkins University",2012-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL072,"Masterclave 09",13546537,NULL,"Johns Hopkins University",2012-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL073,"ECB 1.1 Digital",60203003,NULL,PHL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL074,"Thermomix BM/E",10016231,NULL,PHL,2001-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL075,CX/Bi,NULL,NULL,"Johns Hopkins University",2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL076,CX/Bi,NULL,NULL,"Johns Hopkins University",2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL077,KX/21,A6622,NULL,"Johns Hopkins University",2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL078,"Sunrise Remote",03930003073,NULL,"University of Milan",2001-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL079,"Columbus Plus",6011297,NULL,"University of Milan",2001-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","BMGF CHXL  1 PHL",Biomedical,NULL
P-PHL080,EC3,14090003,NULL,"Italian Corporation",2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL081,"MyCycler Thermal Cycler",580BR5423,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL082,"DyNa Light",97/0105/06,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL083,"MSH 300",740606110,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL084,"PowerPac Basic",041BR44549,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL085,NR/B651B,992098803107,NULL,IVO,2009-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL086,"Rotina 35R",00027540500,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL087,"Thermomixer Compact",535027931,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,Merck,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL088,"SBH 130D",R000101231,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,Biocote,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL089,NULL,NULL,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL090,"Centrifuge 5430",5427ZK112124,NULL,"Italian Corporation",2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL091,"Centrifuge 5415D",542546125,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL092,261,050000107261,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL093,HMS/1024,NULL,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL094,Bio2+,BS57261992,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL095,R/2320AUK7K,2170100258,NULL,"Italian Corporation",2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL096,100/800,NULL,NULL,"World Bank",2008-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL097,2204,10125302,NULL,PHL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL098,DU520,0303U2001960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL099,L6,26936,NULL,PHL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL100,707,NULL,NULL,PHL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL101,TMS,214275,NULL,PHL,2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL102,CHD,6K0629,NULL,PHL,2000-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL103,CHD,6MD517,NULL,PHL,2000-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL104,NULL,869972,NULL,PHL,2000-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL105,NULL,61779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL106,NULL,61496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL107,FM109510/33,1095020428394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL108,NULL,NULL,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL109,B/Hemoglobin,305003076,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL110,B/Hemoglobin,9943003063,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL111,B/Hemoglobin,312072,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL112,B/Hemoglobin,9337011331,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL113,B/Hemoglobin,233003132,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL114,B/Hemoglobin,9803002170,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL115,B/Hemoglobin,305003102,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL116,B/Hemoglobin,9943003064,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL117,B/Hemoglobin,41003208,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL118,B/Hemoglobin,305003104,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL119,B/Hemoglobin,9943003049,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL120,B/Hemoglobin,233003127,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL121,B/Hemoglobin,9943003048,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL122,B/Hemoglobin,242003048,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL123,B/Hemoglobin,233003135,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL124,B/Hemoglobin,9943003062,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL125,B/Hemoglobin,9943003043,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL126,B/Hemoglobin,242003046,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL127,B/Hemoglobin,233003131,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL128,B/Hemoglobin,242003049,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL129,B/Hemoglobin,414012217,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL130,"Glucose 201+",735142875,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL131,"Glucose 201+",735142868,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL132,"Hb 201+",421012044,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL133,"Hb 201+",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
P-PHL134,"180 Plus",0300KK,NULL,PHL,2010-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Store 1 PHL",Biomedical,NULL
